id,name,town,id_nummer,nb_employees,nb_employees_with_degree,address,method,year_of_reference,foundation_year,assets,profits,director,share_of_total_capital,status,date,contact,buying_price 1,buying_price 2,buyer_city,buyer,date_sale,surface_building,surface_for_devt,capital_on_sale 1,capital_on_sale 2,surface_agri,date_calls
281,DP SRBIJANKA,Valjevo,7136668,1040,70,Vladike Nikolaja 58,Bankruptcy,2010,1960,1988492,6600,,"69,60%",,,,330000000,RSD,,,,,,447366000,RSD,,08.October 2002.
283,PETAR DRAPŠIN,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,
284,SAVA MUNĆAN AD,Bela Crkva,8031282,-,-,Beogradska bb,Bankruptcy,,,,,,,,,,,,,,,,,,,,
286,LUŽNICA HI,Babušnica,7106297,171,5,Živojina Nikolića Brke 43,Bankruptcy,,1948,,,,"70,00%",,,,,,,,,,,61732000,RSD,,
287,TRIKO,Niš,7345631,85,-,Druge proleterske brigade 12,,,1986,,,Zorica Radivojević,"70,00%",,18.April 2002.,Biljana Jocić,,,,,,1979,,32106000,RSD,,
289,TEKSTILKOLOR,Babušnica,7172761,100,-,Ratka Pavlovića br.3,Bankruptcy,2010,1955,31987,0,,"70,00%",,,,,,,,,,,11540000,RSD,,
290,MMS SLOGA IN,Zrenjanin,8744424,-,-,Petra Bojovića 9,Bankruptcy,2010,,27389,38,,,,,,,,,,,,,,,,
291,VIK,Valjevo,7136579,262,3,Dragojla Dudića 24,Capital Market,2010,1926,9077,0,Milan Popadić,"70,00%",Contract terminated,10.April 2002.,Milan Popadić,,,,,,8549,21215,29562000,RSD,,
299,BELVIT FSH,Niš,7204159,46,5,Bulevar 12.februara 83,Capital Market,,1966,,,Zlatomir Pavlović,,Contract terminated,22.April 2002.,Zlatomir Pavlović,,,,,,,,,,,
301,PRVI MAJ DFP,Novi Sad,8038511,65,-,Jovana Subotića 21,Bankruptcy,2010,1954,85,0,,"70,00%",Contract terminated,,,,,,,,,,7624000,RSD,,
303,HLADNjAČA,Čačak,7319924,79,4,Milutina Mandića bb,Capital Market,2010,1962,191749,924,Dragan Ratković,"70,00%",Contract terminated,12.April 2002.,Dragan Ratković,,,,,,10414,32873,121774000,RSD,,
305,VODOGRADNjA,Arilje,7210086,38,3,Vojvode Mišića 38,Bankruptcy,,1962,,,,"70,00%",,,,,,,,,,,24968000,RSD,,
307,VOĆAR,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,
308,GRAFIKA,Pirot,7131119,113,1,Nikole Pašića bb,Bankruptcy,2010,1954,58831,0,,"70,00%",Contract terminated,,,,,,,,,,10385000,RSD,,
310,DRVOKOP SP,Raška,7640404,54,1,Vlasovo bb,Bankruptcy,2010,1991,37785,0,,,,,,,,,,,,,,,,
313,JEDINSTVO TP / Akcionarsko društvo 77 Arilje / BLAGOJEVIĆ NACIONAL,Arilje,7309970,16,1,Stevana Čolovića 7,Capital Market,2010,1990,37661,0,Miloš Radojčić,"70,00%",Contract terminated,12.April 2002.,Raca Nedeljković,,,,,,4222,248700,31307000,RSD,,
314,FRIZERSKO BEOGRAD,Beograd,7034539,126,2,Dragoslava Jovanovića 7 / Svetogorska 50,Capital Market,,1945,,,,"70,00%",Contract terminated,17.April 2002.,,,,,,,,,3984000,RSD,,
317,RUL,Leskovac,7105126,148,7,Moravska bb,Bankruptcy,2010,1972,307561,0,,"70,00%",Contract terminated,,,,,,,,,,168891100,RSD,,
319,KORPARA / KONSTANCIA PLUS,Apatin,8062005,51,3,Sonćanska bb,Bankruptcy,2010,1989,100513,0,,"70,00%",Contract terminated,,,,,,,,,,30235000,RSD,,
320,DRAGAN MARKOVIĆ u restrukturiranju,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,23.December 2009.
322,JUŽNI BANAT PIK,Bela Crkva,8154848,603,28,Ekstravilan b.b.,Tender,2010,1960,1777810,113744,Miljan Savić,"70,00%",Sold,08.October 2001.,Miljan Savić,75000000,RSD (converted),"SERBIA, Bela Crkva",Oktanoil Doo (Konzorcijum) - Južni Banat (Bela Crkva),24.November 2003.,18970,10735,281807000,RSD,11354892,23.June 2003.
323,HISAR,Prokuplje,7325916,902,56,Maloplanska 24 / Požeška 65b Beograd - Čukarica,Tender,2010,1946,1724339,0,Zoran Stamenković,"66,61%",Sold,08.October 2001.,Ivan Raonić,33000000,RSD (converted),"SERBIA, Beograd",PIONIR D.O.O.,24.October 2006.,33793,,166806000,RSD,7490000,07.June 2006.
324,VRŠAČKI VINOGRADI,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,11.December 2004.
326,FIAZ,Prokuplje,7107170,619,19,Pana Đukića 1,Bankruptcy,2010,1961,372991,2794,,"69,40%",Contract terminated,,,,,,,,,,221292000,RSD,,
328,SENTA PROMET - AD,Senta,8720100,-,-,Petra Drapšina 13 / Poštanska 13,Capital Market,2010,,400270,28024,,,,,,,,,,,,,,,,
330,PUTNIK ATD,Beograd,7034377,851,64,3,Capital Market,,1923,,,Mirjana Stanković,"70,00%",Contract terminated,22.April 2002.,Ljubiša Radžić,,,,,,37429,389871,1100091650,RSD,,16.December 2002.
333,MERKUR,Bačka Palanka,8005591,147,7,Trg oslobođenja 8,Capital Market,2010,1926,304706,0,,"69,80%",Contract terminated,12.April 2002.,,,,,,,11095,15613,74547000,RSD,,
334,JEDINSTVO IGM,Crvenka,8004820,122,8,Lenjinova 110,Capital Market,2010,1910,619571,1726,,,Contract terminated,24.May 2002.,,,,,,,8063,,,,,
338,PARTIZAN,Kragujevac,7276869,185,8,Đure Đakovića 89,Capital Market,2010,1946,187121,0,Nebojša Stolić,"70,00%",Contract terminated,23.April 2002.,Dmitar Vukelić,,,,,,6837,74657,86063000,RSD,,
342,INDUSTRIJA KABLOVA u restrukturiranju,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,10.April 2009.
344,CRVENA ZVEZDA,Kragujevac,7148852,-,-,Milice Miljojković 2,Bankruptcy,,,,,,,,,,,,,,,,,,,,
345,MARCIPAN,Osečina,7602910,60,1,Pere Jovanovića Komirićanca 27,Bankruptcy,2010,1986,160854,0,,,,,,,,,,,,,,,,
350,INDUSTRIJA OBUĆE BEOGRAD - u restrukturiranju,,,,,,,2010</td><td>2011,,,,,,,,,740000000,RSD (converted),,,,,,,,,
351,GOŠA-HOLDING KORPORACIJA,,,,,,,2010</td><td>2011,,,,,,,,,2239535,RSD,,,,,,,,,
364,FONTANA,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,
365,NITEKS,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,301751500,RSD (converted),,,,,,,,,28.April 2006.
366,SLAVIJA,Bač,8249989,196,1,Maršala Tita 171,Bankruptcy,,1991,,,,"70,00%",,,,,,,,,,,71705000,RSD,,
367,LjUBIŠA MIODRAGOVIĆ TK u stečaju,Prijepolje,7190115,2020,50,Trg Dimitrija Tucovića 7,Bankruptcy,2010,1951,603555,0,,"70,00%",Contract terminated,,,,,,,,,,158878000,RSD,,31.March 2006.
368,NAPREDAK,Stara Pazova,8011079,728,80,Branka Radičevića 6,Tender,2010,1957,4856753,18203,Radosav Plećaš,"69,00%",Sold,01.February 2002.,Radosav Plećaš,780000000,RSD (converted),"SERBIA, Beograd",DELTA REAL ESTATE DOO,22.December 2005.,60000,44,779322915,RSD,6175,31.May 2005.
369,PIK,Kikinda,8021678,374,13,Nikole Tesle 4,Bankruptcy,,1937,,,,"69,98%",,,,,,,,,,,165043000,RSD,,23.September 2002.
370,RAVNAJA,,,,,,,2009</td><td>2010,,,,,,Sold,,,87055800,RSD (converted),"SERBIA, Beograd",KONZORCIJUM INTER-KOP D.O.O. MIŠAR I MBA MILJKOVIĆ D.O.O.,10.June 2011.,,,,,,14.October 2010.
371,PARTIZANSKI PUT DGP,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,07.June 2006.
372,EI KORPORACIJA u restrukturiranju,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,
373,FILIP KLjAJIĆ,Kragujevac,7150539,926,54,Dragoslava Srejovića 49,Bankruptcy,2010,1954,1026201,7518,,"70,00%",,,,,,,,,,,,,,03.June 2005.
374,HIP AZOTARA,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,22.October 2005.
375,KOLUBARA-GASBETON / Hella Srbija,Vreoci,7440626,358,13,Diše Đurđevića bb,Tender,2010,1977,996219,0,Dragan Milošević,"70,00%",Sold,08.October 2001.,Dragan Milošević,350000000,RSD (converted),"GERMANY, 80797 Munich",XELLA PORENBETON,21.May 2003.,15803,85049,167225000,RSD,,26.September 2002.
376,IHP PRAHOVO u restrukturiranju,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,13.December 2006.
377,IMT u restrukturiranju,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,16.July 2007.
378,HIP PETROHEMIJA,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,
380,POLET IGK,Novi Bečej,8019916,929,42,Železnička 13,Tender,,1907,,,Momčilo Radojčin,"69,95%",Sold,08.October 2001.,Nikola Arsenov,1250000000,RSD (converted),"SERBIA,",KONZORCIJUM TOZA MARKOVIĆ I NAŠICE CEMENT,24.March 2003.,42119,74487,422357000,RSD,1700000,05.September 2002.
381,LIVNICA,Kikinda,8053910,2538,129,Miloševački put 34,Tender,,1908,,,Predrag Bubalo,"47,39%",Sold,10.June 2003.,Mirko Latinović,50000000,RSD (converted),"SLOVENIA, Koper",CIMOS D.D.,05.September 2004.,154585,1134622,,,,29.January 2004.
382,MAGNOHROM,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,29.December 2005.
383,MB-HEMIJA u restrukturiranju,Lučani,7327145,800,48,Radnička bb,Restructuring,2010,1949,431074,0,Rajko Vidaković,"99,99%",,16.January 2003.,Rajko Vidaković,,,,,,62185,,,,,
384,HOLDING PRVA ISKRA BARIČ AD U RESTRUKTURIRANjU,,,,,,,2010</td><td>2011,,,,,,,,,54952000,RSD,,,,,,,,,
385,PPT TMO,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,13.March 2007.
386,REKORD,Beograd,7014007,37,230,Patrijarha Dimitrija 14,Bankruptcy,,1991,,,,"70,00%",,,,,,,,,,,,,,
387,RTB BOR - GRUPA,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,27.February 2009.
389,SEVER HOLDING INTERNACIONAL / ATB SEVER,Subotica,8067473,2111,110,Magnetna polja 6,Tender,,1923,,,Mirko Simić,"63,12%",Sold,24.November 2003.,Savo Mitrović,410000000,RSD (converted),"AUSTRIA, 8724 Spielberg",ATB AUSTRIA,31.December 2004.,98000,467400,,,,31.December 2003.
390,KMG TRUDBENIK,Beograd,7016611,810,41,,Bankruptcy,,1947,,,,"100,00%",,,,,,,,,,,,,,
391,LETEKS u stečaju,Leskovac,7197411,350,14,Tekstilna 57,Bankruptcy,2010,1884,624951,0,,"66,80%",Contract terminated,,,,,,,,,,,,,
392,HOLDING KOMPANIJA VISKOZA,Loznica,7120800,93,11,Gradilište bb,Bankruptcy,2010,1954,938575,0,,"64,39%",,,,,,,,,,,,,,
394,KOŠTANA,Vranje,7138326,-,-,Bulevar AVNOJ-a 4,Bankruptcy,,,,,,,,,,,,,,,,,,,,
395,GRUPA ZASTAVA VOZILA,Kragujevac,7150989,11503,1104,Trg topolivaca 4,Restructuring,,1991,,,Zoran M. Radojević,"43,30%",,10.November 2006.,Lidija Lazić,,,,,,787412,1968175,,,614849,
396,"""DIMITRIJE TUCOVIĆ"" 1898",Beograd,7042400,-,-,Radnička 3,Bankruptcy,,,,,,,,,,,,,,,,,,,,
397,VALjAONICA BAKRA,Sevojno,7606273,2066,168,Prvomajska bb,Tender,2010,1950,11473720,53010,Dragan Subotić,"70,00%",Sold,11.December 2002.,Milovan Vasić,300000000,RSD (converted),"CYPRUS, Nicosia",East Point Holdings Limited (Konzorcijum) - Valjaonica Bakra (Sevojno),20.November 2003.,158342,563923,,,,11.June 2003.
398,FAP KORPORACIJA u restrukturiranju,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,24.January 2012.
399,FOM,Beograd,17149105,-,-,Omladinskih brigada 102,,,,,,,,,,,,,,,,,,,,,
400,PRVI MAJ,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,209800000,RSD (converted),,,,,,,,,31.July 2006.
401,LOLA SISTEM,,,,,,,2010</td><td>2011,,,,,,,,,17600000,RSD (converted),,,,,,,,,
402,14.OKTOBAR,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,30.November 2004.
403,PKB KORPORACIJA,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,
404,FABRIKA VAGONA,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,31.March 2005.
405,DVADESETPRVI MAJ - U RESTRUKTURIRANjU,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,
406,IMR u restrukturiranju,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,29.November 2007.
407,MAŠINSKA INDUSTRIJA NIŠ,,,,,,,2010</td><td>2011,,,,,,Canceled privatization,,,,,,,,,,,,,
410,ZORKA HOLDING u restrukturiranju,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,02.July 2007.
411,ELAN,Srbobran,8067651,816,16,Zmaj Jovina 18,Bankruptcy,2010,1960,1175422,0,,"69,00%",,,,,,,,,,,,,,
413,GALANTEKS TREJD,Pirot,17393677,12,1,7. Juli 14,Bankruptcy,2010,2002,83503,0,,"70,00%",,,,,,,,,,,26665000,RSD,,
414,HI ŽUPA,,,,,,,2010</td><td>2011,,,,,,Contract terminated,,,,,,,,,,,,,23.February 2009.
415,ZDRAVLjE,Leskovac,7204817,2138,354,Vlajkova 199,Tender,,1953,,,Petar Stojanović,"68,28%",Sold,25.July 2001.,Petar Stojanović,350000000,RSD (converted),"ICELAND, Reykjavik",PHARMACO HF,20.December 2002.,27590,266112,70,RSD,,20.June 2002.
416,NEVENA - U RESTRUKTURIRANjU,Leskovac,7105177,393,39,Đorđa Stamenkovića bb,Restructuring,2010,1953,1084916,0,,"67,93%",Contract terminated,25.July 2001.,,,,,,,25564,183022,481323000,RSD,31195,25.June 2002.
419,LALA STANKOVIĆ MI,Bogatić,7256337,240,-,Dubljanski put bb,Capital Market,2010,,538561,0,Milenko Vešić,,,30.April 2002.,Milenko Vešić,,,,,,,,,,,
422,STEFIL KOMPANIJA,Valjevo,7136447,647,16,Beogradska bb,Bankruptcy,2010,1947,1458927,0,,"70,00%",,,,,,,,,,,293229000,RSD,,
423,MLINTEST,Šid,8014531,-,-,Laza Kostić 2,Capital Market,2010,,700672,130297,Ilija Đurić,,,08.May 2002.,,,,,,,,,,,,
424,PODRUM PALIĆ,Subotica,8074836,-,-,Josipa Kolumba 33,Capital Market,2010,,1159077,0,,,,07.May 2002.,,,,,,,,,,,,
425,DUNAV AD,Čelarevo,8057095,-,-,Maršala Tita 45,Bankruptcy,2010,,632317,0,,,,,,,,,,,,,,,,
426,DUŠAN STANIČKOV,Sombor,8046409,311,17,Radišićeva 2,Bankruptcy,,1963,,,,,,,,,,,,,,,,,,
427,MARKOVAC,Markovac,7159277,-,-,Markovac,,,,,,,,,,,,,,,,,,,,,
430,BANAĆANKA Fabrika šećera,Nova Crnja,8013764,-,-,JNA bb,,,,,,,,,,,,,,,,,,,,,
439,DUVAN,Subotica,8038945,54,-,Miloša Obilića br. 64,Capital Market,2010,1947,16020,0,Dušan Rašuo,"70,00%",Contract terminated,23.July 2004.,Dušan Rašuo,,,,,,,1016,,,,
440,INSTITUT ZA HIGIJENU I TEHNOLOGIJU MESA,Beograd,7020074,-,-,Kaćanskog 13,Capital Market,,0,,,Lazara Turabatović,,,,,,,,,,,,,,,
442,DUVANPROMET d.o.o.,Niš,7279230,126,1,Kej 29.Decembra 14/a,Bankruptcy,,1986,,,,"50,40%",Contract terminated,,,,,,,,,,,,,
443,RAVNICA,Bajmok,8049335,-,-,Bulevar Kralja Aleksandra 28,Capital Market,2010,0,1763825,232237,,,,29.May 2002.,,,,,,,,,,,,
447,ALEKSINAC-PIK,Aleksinac,7212097,89,19,Knjaza Miloša 14-16,Bankruptcy,2010,1966,105457,0,,,,,,,,,,,,,,,,
449,SRBIJA-TURIST,Niš,7173598,565,12,Voždova 12,Capital Market,2010,1951,1465818,0,,"70,00%",Contract terminated,15.May 2002.,,,,,,,52770,372838,978775000,RSD,153760,29.January 2003.
450,GRAD GDP,Kosjerić,7112432,123,1,Olge Grbić 1,Bankruptcy,,1954,,,,"70,00%",Contract terminated,,,,,,,,,,67498000,RSD,,
451,ZANKOP-STAVITEL STEČAJNA MASA,Kovačica,8582068,53,-,Bratstva Jedinstva 102,Bankruptcy,2010,1994,28813,0,,"70,00%",,,,,,,,,,,5213000,RSD,,
452,KLUZ-TISA,Novi Bečej,17195590,421,1,Kumanački put bb,Bankruptcy,2010,1998,215284,0,,,Contract terminated,,,,,,,,,,,,,
453,KLUZ- PLITVICE,Vršac,17195573,496,1,Drvarska 31,Bankruptcy,,1998,,,,,,,,,,,,,,,,,,
454,KLUZ-SREM,Ruma,17195581,478,1,Industrijska bb,Bankruptcy,2010,1998,266934,0,,,Contract terminated,,,,,,,,,,,,,
455,NAPREDAK,Bosilegrad,6143148,35,4,Georgi Dimitrova 25,Bankruptcy,,1992,,,,"70,00%",,,,,,,,,,,,,,
456,BOR DI /AD MINERALICO BOR-BOSILEGRAD,Bosilegrad,7403011,86,4,Industrijska bb,Capital Market,,1990,,,Simeon Jordanov,,Contract terminated,14.June 2002.,Simeon Jordanov,,,,,,,31763,,,,
458,JARMENOVCI,Jarmenovci,7123124,190,4,Jarmenovci,Capital Market,,1963,,,Nebojša Rosić,"70,00%",Contract terminated,14.May 2002.,Neško Đurić,,,,,,63599,,41108000,RSD,8763,
459,SRBOŠTAMPA GIP,Beograd,7012080,32,2,Dobračina 6-8,Bankruptcy,2010,1947,606958,0,,,,,,,,,,,,,,,,
460,Stečajna masa DPK KLUZ-GROCKA,Beograd,17195603,249,-,Bulevar revolucije bb,Bankruptcy,,1984,,,,"70,00%",,,,,,,,,,,,,,
461,ZLATAR PRODUKT DPPP,Nova Varoš,7345666,84,3,Kokin Brod,Bankruptcy,,1989,,,,,,,,,,,,,,,,,,
465,ZLATIBOR GP,Užice,7188536,933,49,Veliki park 3,Bankruptcy,2010,1949,410559,0,,,,,,,,,,,,,,,,
469,CENTAR ZA ISPITIVANjE NAMIRNICA,Beograd,7045905,-,-,Zmaja od Noćaja 11,Capital Market,2010,0,73226,5676,,,,23.May 2002.,,,,,,,,,,,,
470,VETPROM,Novi Sad,8055238,-,-,Rumenički put 6 / Ilije Ognjanovića 10,Capital Market,2010,0,52296,413,,,,23.May 2002.,,,,,,,,,,,,
471,VRELO,Bujanovac,7334923,160,10,Bujanovačka Banja bb,Tender,,1984,,,Dragan Manasijević vd,"70,00%",,23.May 2002.,Dragan Manasijević,,,,,,39842,65190,,,,
475,VOS,Žabalj,8142394,220,8,Čuruška 3,Capital Market,,1989,,,Ninoslav Šimić,,Contract terminated,22.May 2002.,Ninoslav Šimić,,,,,,,,,,,
477,TERAZIJE,Beograd,7018690,34,-,Brankova 28,Bankruptcy,2010,1965,68971,0,,"60,20%",,,,,,,,,,,,,,
478,ELAN,Kosančić,7265484,146,6,M. Tita bb,Bankruptcy,,1979,,,,"70,00%",,,,,,,,,,,,,,
481,1. MAJ,Bačka Topola,8072965,399,13,Bečejski put 31,Bankruptcy,2010,1949,61178,0,,"70,00%",,,,,,,,,,,,,,
483,ISTRAŽIVAČKI CENTAR ZA INVESTICIJE I INFORMATIKU,Beograd,7082118,15,-,Tošin bunar 163 a,Bankruptcy,2010,1981,90,0,,"70,00%",,,,,,,,,,,,,,
485,KOŠUTNjAK,Beograd,7034547,112,-,Obilićev venac 4,Capital Market,,1956,,,Slavko Dragojlović,,Contract terminated,13.June 2002.,Slavko Dragojlović,,,,,,,,,,,
486,TIG,Grdelica,7196504,146,5,Radnička 1,Bankruptcy,2010,1893,948036,0,,,Contract terminated,,,,,,,,,,,,,
492,MILAN TOPLICA,Tulare,7187408,176,8,"Tulare, 18424 Beleljin",Capital Market,2010,0,357950,0,Boban Lepojević,,Contract terminated,13.June 2002.,Boban Lepojević,,,,,,2508,34210,,,6037,
494,DP DRINA METAL,Ljubovija,17037404,46,-,Vojvode Mišića bb,Bankruptcy,,1980,,,,"70,00%",,,,,,,,,,,,,,
495,IRIS,Prijepolje,7190255,12,-,Valerova 106,Bankruptcy,2010,1958,252244,0,,,Contract terminated,,,,,,,,,,,,,
496,DIN-NIŠ,Niš,7319665,2493,218,12.Februar 74,Tender,2010,1930,20354572,1857172,Slavoljub Dragićević,,Sold,28.June 2002.,Slavoljub Dragićević,38700000000,RSD (converted),"NETHERLANDS,",PHILIP MORRIS HOLLAND BV,02.September 2003.,2,,,,,04.April 2003.
497,EI PAK,Aleksinac,7594518,114,8,Tihomira Đorđevića bb,Bankruptcy,,1990,,,,"91,00%",,,,,,,,,,,,,,
499,SAVEZNI CENTAR ZA MEHANIZACIJU,Sremski Karlovci,8043477,9,3,"Međunarodni put 115,Čenej",Capital Market,2010,1960,33269,12,Slobodan Prodanović,"70,00%",Contract terminated,26.June 2002.,Slobodan Prodanović,,,,,,,,,,,
500,NEGOTINSKA ŠTAMPARIJA,Negotin,17036572,50,2,Miloševski put bb,Bankruptcy,,1970,,,,,,,,,,,,,,,,,,
501,RESORT,Leskovac,7196164,185,4,Njegoševa br.14,Bankruptcy,2010,1954,318719,0,,,,,,,,,,,,,,,,
504,FIM KANjIŽA,Kanjiža,8133387,-,-,Put Narodnih heroja 12,Capital Market,2010,0,690771,44939,,,,,,,,,,,,,,,,
505,GEOBIRO,Valjevo,7096542,7,3,Vojvode Stepe bb,Bankruptcy,,1975,,,,,,,,,,,,,,,,,,
510,NOVI DOM-PARKET,Debeljača,8249164,169,4,Žarka Zrenjanina bb,Bankruptcy,2010,1946,73953,47272,,,Contract terminated,,,,,,,,,,,,,
511,FORUM-PLASMAN,Novi Sad,8136238,1,-,Bulevar Jovana Dučića br.4 / Trg Slobode 2,Capital Market,2010,1980,25506,1530,,"44,00%",Contract terminated,24.February 2005.,,,,,,,386,1155,,,,
512,"stečajna masa A.D. ""ŠELK 911""",Ćuprija,6841813,482,13,Kneza Miloša bb,Bankruptcy,,1911,,,,,,,,,,,,,,,,,,
518,DRVNA INDUSTRIJA ČANTAVIR,Čantavir,8698015,12,-,Železnički trg 24,Capital Market,,2000,,,Ana Ćurnović,"70,00%",Contract terminated,12.June 2002.,Ana Ćurnović,,,,,,,,3766630,RSD,,
520,HIDROTEHNIKA-HIDROENERGETIKA GP,Beograd,7053410,888,57,Braće Krsmanovića 13,Capital Market,2010,1946,4409317,28440,,,Contract terminated,05.June 2002.,,,,,,,,,,,62511,
522,IZGRADNjA DGP,Trstenik,7337833,38,1,Živadina Apostolovića 4,Capital Market,,1998,,,Miloš Palić,"70,00%",Contract terminated,19.August 2002.,Miloš Palić,,,,,,647,3231,,,,
523,"Stečajna masa JP ""Milan Stepanović MATROZ""  Sremska Mitrovica",Sremska Mitrovica,8013853,2156,78,Jarački put bb,Bankruptcy,2010,1963,3497803,0,,,,,,,,,,,,,,,,11.May 2006.
526,AUTOMOBILSKO,Beograd,7753896,305,14,Pančevački put 53,Bankruptcy,,1947,,,,,,,,,,,,,,,,,,
536,ŠINVOZ,Zrenjanin,8062536,864,27,Dr Vase Savića 3,Capital Market,2010,1887,456896,151115,Zlatko Mitrović,,Contract terminated,07.June 2002.,Zorica Ćurčić,,,,,,48232,,,,,
537,MIRKO TOMIĆ,Stalać,17386069,203,5,Novo naselje bb,Bankruptcy,,2002,,,,,,,,,,,,,,,,,,
538,RAŠKA - HOLDING u restrukturiranju,,,,,,,2010</td><td>2011,,,,,,,,,14600000,RSD (converted),,,,,,,,,
539,PRVI OKTOBAR,Žabalj,8124604,59,2,Industrijska zona bb,Capital Market,,1957,,,Radivoje Perović,,Contract terminated,07.June 2002.,Milan Ostojić,,,,,,,,,,,
542,HOLDING KORPORACIJA ŠAMOT,,,,,,,2010</td><td>2011,,,,,,,,,,,,,,,,,,,
543,UMI-PEK,Leskovac,7137907,414,25,Tekstilna 97,Capital Market,,1974,,,Predtag Zdravković,,Contract terminated,24.June 2002.,Predrag Zdravković,,,,,,,11812,,,,
545,VITOJEVAC,Vrnjačka Banja,7176244,199,6,Kneza Miloša bb,Bankruptcy,,1960,,,,,Contract terminated,,,,,,,,,,,,,
546,ŠUPLjAK,Šupljak,8236577,69,2,Kostolanji Arpad 106,Bankruptcy,2010,1947,57341,0,,,,,,,,,,,,,,,,
548,RAMSKI RIT,Veliko Gradište,7163266,147,6,Obala Kralja Petra I 19,Bankruptcy,2010,1966,346698,0,,,,,,,,,,,,,,,,
549,AD PERKON,Velika Plana,7159285,99,3,Miloša Velikog 90,Bankruptcy,2010,1981,208212,0,,,,,,,,,,,,,,,,
550,FAGRAM,Smederevo,7637705,437,32,Đure Salaja 13,Bankruptcy,,1948,,,,,,,,,,,,,,,,,,
552,DIV HLADNjAČA,Loznica,7168454,28,5,1 maja bb,Bankruptcy,,1977,,,,"70,00%",,,,,,,,,,,,,,
553,HIP RAZVOJ I INŽENjERING,Pančevo,8053693,22,6,Trg Kralja Petra I 9,Bankruptcy,2010,1976,1001877,0,,"70,00%",,,,,,,,,,,,,,
555,BAČKATRANS,Vrbas,8007101,39,4,Kulski put 2,Bankruptcy,,1959,,,,,,,,,,,,,,,,,,
557,INDUSTRIJA METALA BATOČINA-IMB,Batočina,7609566,80,5,Bogića Mladenovića bb,Bankruptcy,2010,1960,138573,0,,,,,,,,,,,,,,,,
559,SIGURNOST VRAČAR,Beograd,7064535,-,-,Ceraska 76A,Capital Market,2010,0,129525,513,,,,11.June 2002.,,,,,,,,,,,,
565,SOKO NADA ŠTARK,Beograd,7026447,-,-,Kumodraška 249,Capital Market,2010,0,6579396,526696,Vojislav Đorđević,,,,,,,,,,,,,,,
566,JEDINSTVO KRUŠČIĆ,Kruščić,8004641,136,8,Vladimira Nazora 18,Bankruptcy,2010,1946,24771,0,,"70,00%",,,,,,,,,,,,,,
567,CEMENTARA KOSJERIĆ / TITAN CEMENTARA KOSJERIĆ,Kosjerić,7190425,657,23,Vojvode Mišića bb,Tender,,1974,,,Miroslav Gligorević,"66,70%",Sold,27.July 2001.,Zoran Ćatić,3550000000,RSD (converted),"GREECE,",TITAN S.A.,31.January 2002.,24840,260000,20828000,RSD,620000,24.October 2001.
568,NOVI POPOVAC FC / Holcim,Popovac,7112904,2474,119,Popovac bb,Tender,,1889,,,Darko Križan,"68,10%",Sold,27.July 2001.,Enesa Mladenović,5250000000,RSD (converted),"SWITZERLAND,",HOLCIM LTD,30.January 2002.,,1512893,1328244000,RSD,6219893,24.October 2001.
569,BFC,Beočin,8028222,2040,136,Trg beočinske fabrike cementa 1,Tender,,1839,,,Željko Copkov,"69,40%",Sold,27.July 2001.,,5089000000,RSD (converted),"FRANCE,",LAFARGE,31.January 2002.,69745,3009866,651571477,RSD,1544698,24.October 2001.
570,JASEN,Brodarevo,7326629,90,2,Bratstva Jedinstva 177,Bankruptcy,2010,1984,13679,0,,,,,,,,,,,,,,,,
572,ZORKA-ZAŠTITA BILjA AD,Šabac,7302258,435,38,Narodnih heroja 1,Bankruptcy,2010,1938,1294033,0,,,Contract terminated,,,,,,,,,,,,,
